 Procedimentos hospitalares do SUS - por local de residência - Brasil
Óbitos por Município e Subgrupo proced.
Período:Jul-Set/2020
"Município";"0201 Coleta de material";"0209 Diagnóstico por endoscopia";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clínicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesões, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutâneo e mucosa";"0402 Cirurgia de glândulas endócrinas";"0403 Cirurgia do sistema nervoso central e periférico";"0404 Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço";"0406 Cirurgia do aparelho circulatório";"0407 Cirurgia do aparelho digestivo, orgãos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinário";"0410 Cirurgia de mama";"0411 Cirurgia obstétrica";"0412 Cirurgia torácica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0505 Transplante de orgãos, tecidos e células";"0506 Acompanhamento e intercorrências no pré e pós-transplante";"Total"
"313930 MANGA";-;-;-;16;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
"313940 MANHUACU";-;1;13;29;7;1;-;-;-;-;-;1;1;-;2;-;-;-;-;-;-;4;-;-;-;59
"313950 MANHUMIRIM";-;-;-;28;2;1;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;34
"313960 MANTENA";-;-;-;21;2;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;26
"313970 MARAVILHAS";-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"313980 MAR DE ESPANHA";-;-;1;16;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;20
"313990 MARIA DA FE";-;-;-;15;-;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;-;-;-;22
"314000 MARIANA";-;-;7;41;2;-;-;-;-;-;1;-;2;1;-;-;-;1;-;-;-;-;-;-;-;55
"314010 MARILAC";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314015 MARIO CAMPOS";-;-;-;9;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;13
"314020 MARIPA DE MINAS";-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314030 MARLIERIA";-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"314040 MARMELOPOLIS";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"314050 MARTINHO CAMPOS";-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"314053 MARTINS SOARES";-;-;1;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"314055 MATA VERDE";-;-;-;5;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3;-;-;-;10
"314060 MATERLANDIA";-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"314070 MATEUS LEME";-;-;-;12;3;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;17
"314080 MATIAS BARBOSA";-;-;-;13;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;2;-;-;-;18
"314090 MATIPO";-;-;-;11;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"314100 MATO VERDE";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;6
"314110 MATOZINHOS";-;1;-;24;3;-;-;-;-;-;1;-;2;2;-;-;-;-;-;-;-;-;-;-;-;33
"314120 MATUTINA";-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"314130 MEDEIROS";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314140 MEDINA";-;-;-;22;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;25
"314150 MENDES PIMENTEL";-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;5
"314160 MERCES";-;-;-;12;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;15
"314170 MESQUITA";-;-;-;4;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;7
"314180 MINAS NOVAS";-;-;-;24;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25
"314190 MINDURI";-;-;1;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"314200 MIRABELA";-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"314210 MIRADOURO";-;-;-;4;4;2;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;13
"314220 MIRAI";-;-;-;10;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;2;-;-;-;15
"314225 MIRAVANIA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"314230 MOEDA";-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"314240 MOEMA";-;-;-;3;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;5
"314260 MONSENHOR PAULO";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"314270 MONTALVANIA";-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"314280 MONTE ALEGRE DE MINAS";-;-;-;12;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;17
"314290 MONTE AZUL";-;-;-;16;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
"314300 MONTE BELO";-;-;-;2;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;7
"314310 MONTE CARMELO";-;-;-;39;3;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2;-;-;-;46
"314315 MONTE FORMOSO";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3
"314320 MONTE SANTO DE MINAS";-;-;-;17;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
"314330 MONTES CLAROS";-;-;2;216;30;10;2;-;-;-;6;-;13;5;2;1;-;-;8;-;-;20;3;1;1;320
"314340 MONTE SIAO";-;-;-;9;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;16
"314345 MONTEZUMA";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"314350 MORADA NOVA DE MINAS";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"314370 MORRO DO PILAR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"314380 MUNHOZ";-;-;-;6;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;9
"314390 MURIAE";-;-;-;69;22;-;-;-;-;-;-;2;2;-;-;-;-;-;2;-;1;4;-;-;-;102
"314400 MUTUM";-;-;2;12;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"314410 MUZAMBINHO";-;-;3;16;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;23
"314420 NACIP RAYDAN";-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314430 NANUQUE";-;-;-;47;3;1;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;3;-;-;-;57
"314435 NAQUE";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"314437 NATALANDIA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314440 NATERCIA";-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314450 NAZARENO";-;-;-;5;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;7
"314460 NEPOMUCENO";-;-;-;18;-;2;-;-;-;-;-;-;2;-;2;-;-;-;1;-;-;-;-;-;-;25
"314465 NINHEIRA";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"314467 NOVA BELEM";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314470 NOVA ERA";-;-;-;10;2;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;15
"314480 NOVA LIMA";-;-;-;53;3;3;-;-;-;-;-;-;1;3;1;1;-;-;-;-;-;4;-;-;-;69
"314490 NOVA MODICA";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"314500 NOVA PONTE";-;-;-;6;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8
"314505 NOVA PORTEIRINHA";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6
"314510 NOVA RESENDE";-;-;-;4;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;4;-;-;-;10
"314520 NOVA SERRANA";-;-;-;20;5;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;1;-;-;-;29
"314530 NOVO CRUZEIRO";-;-;-;24;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;26
"314535 NOVO ORIENTE DE MINAS";-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;6
"314537 NOVORIZONTE";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"314540 OLARIA";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314545 OLHOS-D'AGUA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"314550 OLIMPIO NORONHA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314560 OLIVEIRA";-;-;-;29;1;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;2;-;-;-;35
"314570 OLIVEIRA FORTES";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"314580 ONCA DE PITANGUI";-;-;-;3;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;5
"314585 ORATORIOS";-;-;1;5;2;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;10
"314587 ORIZANIA";-;-;-;5;3;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;-;-;13
"314590 OURO BRANCO";-;-;-;9;1;4;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;16
"314600 OURO FINO";-;-;-;19;8;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;29
"314610 OURO PRETO";-;-;-;76;5;2;-;-;-;-;-;1;1;1;-;-;-;-;2;-;-;2;-;-;-;90
"314620 OURO VERDE DE MINAS";-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;5
"314625 PADRE CARVALHO";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"314630 PADRE PARAISO";-;-;-;24;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;27
"314640 PAINEIRAS";-;-;-;3;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;5
"314650 PAINS";-;-;-;8;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"314655 PAI PEDRO";-;-;1;2;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"314660 PAIVA";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314670 PALMA";-;-;-;3;5;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;10
"314675 PALMOPOLIS";-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"314690 PAPAGAIOS";-;-;-;2;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"314700 PARACATU";-;-;-;72;3;5;1;-;-;-;-;-;-;10;1;-;-;-;-;-;-;1;-;-;-;93
"314710 PARA DE MINAS";-;-;1;35;6;2;3;-;-;-;1;2;-;1;-;-;-;-;2;-;-;1;-;-;-;54
"314720 PARAGUACU";-;-;-;7;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;3;1;-;-;14
"314730 PARAISOPOLIS";-;-;-;17;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;21
"314740 PARAOPEBA";-;-;-;13;1;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;18
"314750 PASSABEM";-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"314760 PASSA QUATRO";-;-;-;14;2;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;18
"314770 PASSA TEMPO";-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"314780 PASSA-VINTE";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314790 PASSOS";-;-;5;81;30;2;1;-;-;-;2;-;4;1;1;-;-;-;4;-;-;9;-;-;-;140
"314795 PATIS";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"314800 PATOS DE MINAS";-;-;-;80;6;1;1;-;-;-;1;-;1;3;2;-;-;-;1;-;-;3;1;-;-;100
"314810 PATROCINIO";-;-;-;55;1;1;-;-;-;-;-;3;2;6;-;-;-;1;1;-;-;5;-;-;-;75
"314820 PATROCINIO DO MURIAE";-;-;-;3;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"314830 PAULA CANDIDO";-;-;-;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"314840 PAULISTAS";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;5
"314850 PAVAO";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"314860 PECANHA";-;-;-;6;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;10
"314870 PEDRA AZUL";-;-;-;25;2;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30
"314875 PEDRA BONITA";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5
"314880 PEDRA DO ANTA";-;-;-;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"314890 PEDRA DO INDAIA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"314900 PEDRA DOURADA";-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2
"314910 PEDRALVA";-;-;-;12;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;15
"314915 PEDRAS DE MARIA DA CRUZ";-;-;-;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;8
"314920 PEDRINOPOLIS";-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314930 PEDRO LEOPOLDO";-;-;-;49;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;53
"314940 PEDRO TEIXEIRA";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"314950 PEQUERI";-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;3
"314960 PEQUI";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"314980 PERDIZES";-;-;-;6;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;8
"314990 PERDOES";-;-;-;14;1;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;19
"314995 PERIQUITO";-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"315000 PESCADOR";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5
"315015 PIEDADE DE CARATINGA";-;-;1;2;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;6
"315020 PIEDADE DE PONTE NOVA";-;-;2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"315030 PIEDADE DO RIO GRANDE";-;-;-;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"315040 PIEDADE DOS GERAIS";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"315050 PIMENTA";-;-;-;4;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;6
"315053 PINGO-D'AGUA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;3
"315057 PINTOPOLIS";-;-;-;4;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"315060 PIRACEMA";-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"315070 PIRAJUBA";-;-;1;4;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6
"315080 PIRANGA";-;-;-;9;-;3;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;14
"315090 PIRANGUCU";-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
"315100 PIRANGUINHO";-;-;-;6;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"315110 PIRAPETINGA";-;-;-;12;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;15
"315120 PIRAPORA";-;-;1;41;3;-;1;-;-;-;-;-;1;-;1;-;-;-;1;-;-;2;1;-;-;52
"315130 PIRAUBA";-;-;-;16;-;2;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;20
"315140 PITANGUI";-;-;-;23;2;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;27
"315150 PIUMHI";-;-;-;34;6;2;-;-;-;-;-;1;-;3;-;-;-;-;1;-;-;1;-;-;-;48
"315160 PLANURA";-;-;-;9;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"315170 POCO FUNDO";-;-;-;14;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;17
"315180 POCOS DE CALDAS";-;-;1;105;13;2;1;-;-;-;2;-;5;-;1;-;-;-;4;-;-;10;1;-;-;145
"315190 POCRANE";-;-;-;2;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"315200 POMPEU";-;-;-;18;2;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;23
"315210 PONTE NOVA";-;-;11;32;12;2;-;-;-;-;1;3;-;1;1;-;-;-;1;-;-;4;-;-;1;69
"315213 PONTO CHIQUE";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"315217 PONTO DOS VOLANTES";-;-;-;7;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8
"315220 PORTEIRINHA";-;-;4;20;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;29
"315230 PORTO FIRME";-;-;-;10;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;11
"315240 POTE";-;-;-;3;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;6
"315250 POUSO ALEGRE";-;-;3;117;5;4;-;-;-;-;-;-;5;1;-;-;-;-;3;1;-;11;-;-;-;150
"315260 POUSO ALTO";-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"315270 PRADOS";-;-;-;7;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"315280 PRATA";-;-;-;18;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;19
"315290 PRATAPOLIS";-;-;-;12;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"315300 PRATINHA";-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"315310 PRESIDENTE BERNARDES";-;-;-;6;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8
"315320 PRESIDENTE JUSCELINO";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"315330 PRESIDENTE KUBITSCHEK";-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"315340 PRESIDENTE OLEGARIO";-;-;-;10;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;11
"315350 ALTO JEQUITIBA";-;-;-;8;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"315360 PRUDENTE DE MORAIS";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"315370 QUARTEL GERAL";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"315380 QUELUZITO";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"315390 RAPOSOS";-;-;-;10;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;13
"315400 RAUL SOARES";-;-;-;15;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"315410 RECREIO";-;-;-;6;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"315415 REDUTO";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;4
"315420 RESENDE COSTA";-;-;-;21;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;25
"315430 RESPLENDOR";-;-;-;19;1;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23
"315440 RESSAQUINHA";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"315445 RIACHINHO";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"315450 RIACHO DOS MACHADOS";-;-;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"315460 RIBEIRAO DAS NEVES";-;-;6;198;20;6;1;1;-;-;2;1;2;3;-;1;-;-;1;-;-;3;3;-;-;248
"315470 RIBEIRAO VERMELHO";-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"315480 RIO ACIMA";-;-;-;4;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"315490 RIO CASCA";-;-;1;7;3;-;-;-;-;-;-;2;-;2;-;1;-;-;1;-;-;-;-;-;-;17
"315510 RIO DO PRADO";-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"315520 RIO ESPERA";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"315530 RIO MANSO";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"315540 RIO NOVO";-;-;-;2;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;6
"315550 RIO PARANAIBA";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6
"315560 RIO PARDO DE MINAS";-;-;-;15;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
"315570 RIO PIRACICABA";-;-;-;7;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;10
"315580 RIO POMBA";-;-;-;18;2;2;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;1;-;-;-;26
"315590 RIO PRETO";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"315600 RIO VERMELHO";-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"315610 RITAPOLIS";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"315620 ROCHEDO DE MINAS";-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3
"315630 RODEIRO";-;-;-;7;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;9
"315640 ROMARIA";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"315645 ROSARIO DA LIMEIRA";-;-;-;4;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"315650 RUBELITA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;3
"315660 RUBIM";-;-;-;4;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"315670 SABARA";-;-;1;76;10;3;1;-;-;-;1;-;1;1;3;-;-;-;-;-;-;3;-;-;-;100
"315680 SABINOPOLIS";-;-;-;17;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"315690 SACRAMENTO";-;-;-;24;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;28
"315700 SALINAS";-;-;-;28;1;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;32
"315710 SALTO DA DIVISA";-;-;-;5;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
